,Unnamed: 0,Name,Rating,Date,Review
153,53,Cantina Italiana,1 star rating,12/29/2021,My experience was terrible. My water glass looked as if someone's lip prints were on it. The service was terrible. I'm still waiting for the bread to be brought to my table. Part of the ceiling looked as if it was going to fall. My chicken dish had a ton of oregano. It is definitely off my list.
154,54,Cantina Italiana,4 star rating,12/27/2021,Amazing food and drinks but the service was super slow - still will go back though!!! Highly recommend anything with truffle or their house made pasta!! Loved the espresso martinis!!
155,55,Cantina Italiana,5 star rating,3/31/2021,"We are so glad to have happened upon this spot for dinner with our family of four. They were incredibly accommodating and welcomed us (even with two young children) warmly. Not only was the service attentive, the food was excellent. Even a simple pasta with marinara for our children was wonderfully seasoned and you could tell the sauce had been cooked down for hours. The salmon was a hit with the entire family and our starters of broccoli and mushrooms were some of the best we have had. We highly recommend. It made our North End evening (and it's right down the street from Mike's, which was a score)!"
156,56,Cantina Italiana,5 star rating,3/28/2020,"Excellent dinner all around beginning with the service.

Everyone's meals ranged from very good to terrific. I got the terrific one!  Mine was fusili boscaila (pardon the spelling) - pasta with sausage and greens. The overall dish came together in a fine combination of flavor.

This restaurant features a healthy wine list ranging from about $35 a bottle to $150. Dinner ranged form about $20-$35 but mostly in the low 20s. 

Did I mention the large dessert drink selection? Love it.

I would absolutely come back!"
157,57,Cantina Italiana,2 star rating,10/17/2021,We had reservations for 8:30 didn't get sat until around 9:20. Would not recommend for someone who would find this irritating or inconvenient.
158,58,Cantina Italiana,1 star rating,3/28/2021,"Worst experience I've ever had in the North End. Don't bother making a reservation because they won't honor it.

We had a reservation for 8 pm and had to wait outside because of Covid rules (not a problem). The hostess was rude and unprofessional and was taking people based on how big their party was - saying they could seat a party of 6 that just showed up because that was the table size they had available (we were a party of 2). She wasn't using any of the party names and it was visibly confusing to everyone waiting outside. It made no sense and was basically first come first serve. So we were sat around 8:45 pm.

The reason we came here is because the website showed they were serving the Dine Out Boston menu even on Saturdays. Our waitress said they weren't, and when I told her they had been advertising it she said she ""didn't really know"". 

Their Covid procedures are also spotty. We were in a corner RIGHT next to a party at the bar. Capacity limits have been lifted in Massachusetts but tables are still supposed to be six feet apart. Most here weren't. They also let us order drinks and leave without ordering food (which we were happy about because we didn't want to order off the regular menu) but that's also illegal.

There are plenty of places in the North End you can get friendly service and great food - so don't bother with here."
159,59,Cantina Italiana,1 star rating,3/20/2021,"Worst experience I've had at a restaurant in the North End. 

Overall, the staff seemed quite nice, but the managers were not, and the restaurant itself seemed incredibly poorly run. With all the great options in the North End; I'd say to avoid this one at all costs.

I planned on coming here for Dineout Boston. My girlfriend checked ahead that they had their Dineout Boston menu available for Saturday's, and the website confirmed they did. So, I booked a reservation for 6:15. We got there for 6:10 with a conglomerate of people standing outside waiting. I thought, ""Oh, good thing I made a reservation before had."" But, when I went to check in with the manager, she told me, rather rudely, to step aside and step-down as she wanted to get a group of people in after essentially scolding me for nothing. She apologized, then went inside. The kind woman at the front desk then checked me in. 

We had to wait until 6:45 before FINALLY getting the 6:15 table I reserved. As soon as we were seated, we told the waitress we wanted the Dineout Boston menu. She then had to walk over to the same manager from earlier, and we heard the manager say they weren't doing that menu tonight. We then discussed with a separate manager how the website specially says the Dineout Boston is listed as a option today; only to be told tough luck. So, we left. 

We have a sneaking suspicion that they purposely overbook people and had that Dineout menu listed even though it wasn't available, just to get people in the door and force a Sunk Cost fallacy on them to stay and order far more expensive food."
160,60,Cantina Italiana,5 star rating,8/19/2021,"I booked a business dinner for 16 out of towners.   I have heard nothing but raves about the experience and the food.    The staff is very attentive and every detail was taken care of.   This was the perfect ""North End Experience"" without a crazy, over the top price.  

Thank you!"
161,61,Cantina Italiana,5 star rating,8/17/2021,The service was amazing and very quick! The food came in large portion sizes and were very flavorful. Highly recommend the pasta dishes along with the calamari! There are both indoor (with open windows) and outdoor seating.
162,62,Cantina Italiana,5 star rating,8/17/2021,"Delicious food! Our waitress was lovely but a little slow with service but the food was outstanding! We started with peach bellinis, cosmos and the bruschetta. Both cocktails were amazing and the bruschetta was some of the best i've ever had. Each piece had individual balls of mozzarella and the tomatoes were marinated in a touch of balsamic and olive oil. I ordered a dish with pesto, burrata and pine nuts served in a pan. It was delicious!! My friends ordered the carbonara and chicken parm. Both equally delicious and the carbonara was my favorite! We will be returning, hopefully soon!"
163,63,Cantina Italiana,2 star rating,10/12/2021,Well what can I say. You would think that I. Little Italy in Boston you could get good food. Not at this place. Service was good but my bolognese had absolutely no flavor.  I make a better sauce by far. My husbands scampi was bland also.
164,64,Cantina Italiana,1 star rating,9/12/2021,"I rarely write reviews unless something is outstanding.  This was such a bad embarrassing experience that I am making an exception.

We were visiting Boston and wanted an authentic Italian dinner in the North End.  The hotel concierge made reservations.  We had guests - Close family friends who've been in Boston for 2 years for law school with a 7 month old.  Three of us got out of the car to let them know we were there for our reservation and let us know where my husband could park the car - as we didn't know there was no parking - we are from out of state. When we walked up the Hostess was screaming at two waitresses - belittling them in front of all the restaurant guests who were sitting outside.  After a few moments we asked her where to park and she chewed our heads off.  We said here for our reservation and she yelled at my guests for standing on the sidewalk being in the way of her waiter.  If the restaurants around us hadn't looked over crowded and we hadn't had a 7 month old with us, I would have walked away.  She continued to berate staff throughout the evening and continued her absolute rudeness to us through out.  When our waiter did not come back for almost 30 minutes we asked her to send over our waiter and she screamed that we sent him away.  Which we did by asking him to give us a minute to look at the menu but not 20-30 minutes.  

Once we ordered and the food finally came - all of the dishes were bland and the sauces all tasted like the same dish.  The ""homemade"" pasta noodles were gooey and somewhat stuck together.  And the noise was so loud we could barely hear ourselves talk and had to keep asking the waiter to repeat himself.  The cost for this rude experience and mediocre food was about $180 for four people with no alcohol ordered.  Just 4 pasta dishes, 1 salad, 1 appetizer, 1 dessert. +$24 to park at the Waterfront.  I asked the kids who had been living in Boston - is this an Italian thing, a Boston thing, or is this lady as rude I think.  The answer -  Just her - VERY RUDE HOSTESS; VERY OVERPRICED; VERY MEDIOCRE FOOD. DON""T WASTE YOUR EVENING."
165,65,Cantina Italiana,3 star rating,3/28/2021,"Nothing special going on here . They try , service was good , but it's the type of food you get at a pizza joint . Had to pay $25 to park , which is probably what my dinner was worth ( for two people). Had the Pesto ( very dry ), caprisse salad ( mozzarella and tomatoes cut way to thick )and cannoli. Don't believe the hype . They are trying I give them that ."
166,66,Cantina Italiana,5 star rating,1/25/2019,"WOW! What an amazing Italian restaurant located in the North End of Boston! We found this place after doing our research on Yelp (of course!), and we are glad we did! I would definitely recommend reservations, as they are pretty busy on most nights. We did have to wait a little bit even though we had a reservation, but it was worth it. 

The host really made us feel like we were in an authentic Italian restaurant. He was very friendly and his accent was everything! We sat in a cute little booth that had coat hangers on the end (a first for me, being from Florida). Our waitress was little flustered, but we didn't take it personally and still enjoyed our meal. 

I enjoyed a glass of wine, while my boyfriend tried their mule and a bourbon spice. He said he wouldn't get the bourbon spice again, but the mule was great. I ordered the gnocchi, and let me tell you it was the best one I have ever had. It was made in house and the sauce was just to die for. My boyfriend got the spaghetti with red sauce, and he said the fresh pasta was perfect. 

We were too full for dessert, but they do have a promising menu. Overall, amazing Italian restaurant with authentic cuisine. You can't go wrong with this place!"
167,67,Cantina Italiana,4 star rating,8/28/2020,"4.5
Very well spaced outdoor dining area (considering the whole situation with COVID-19). The food was phenomenal and the waiter was very attentive. My only issue was with the portion size: the plates were huge which made the actual food look tiny. The gnocchi that I ordered was fantastic but seemed way too little for 26 dollars. Other than that, everything else was amazing, I highly recommend visiting!"
168,68,Cantina Italiana,1 star rating,8/22/2020,"I made a reservation in advance for 8:30pm on a Friday night for a special occasion. Upon arrival we were told to wait in line as it was ""First come first serve"", according to the manager. We ended up waiting for half an hour, in the same line with people who didn't make a reservation at all. (I wasn't even asked for my name for verification) 
After waiting in the heat for 30 minutes, the evening was pretty much ruined.
It is very wrong and misleading for a restaurant to make themselves open to reservations, when they do not appreciate them. 
The food was average and the service was remarkably slow. 
I personally had a very disappointing experience here, which had nothing to do with COVID-19.
I would not recommend this place to anyone."
169,69,Cantina Italiana,5 star rating,6/27/2021,"We had gnocchi with calamari, eggplant parm, broccoli rabe, shrimp arriabata. Everything was divine! The summer Sam Adams brew was refreshing on a hot day. Excellent service."
170,70,Cantina Italiana,5 star rating,12/5/2019,The seafood was so good and their wine selection is also very good for the price. Large portions so you can do it family style . I would definitely come back!
171,71,Cantina Italiana,5 star rating,6/16/2021,The most amazing service provided by Maria!!! The food is authentic - the homemade pasta is unbeatable. Highly recommend their Tiramisu as well. :) Thabks for everything!!!
172,72,Cantina Italiana,2 star rating,8/25/2021,"Horrible flavor.
I grew up in Italy and generally avoid Italian restaurants in the U.S. because I find that they often do not replicate the authentic flavors I'm used to.
I ordered a salad and a special, Risotto Milanese, a favorite of mine.
The salad was a unceremonious mess of iceberg, thick cucumber medallions, cherry tomatoes, pickled onions, and some creamy dressing.
The risotto took 30 minutes to arrive, although risotto tends to have a prep time of 15-20 minutes. Either they were struggling or inefficient in the kitchen. As soon as the dish arrived, I knew it was a disaster. The butter had split from the mixture to form this pool, failing to stay contained within the emulsion. The rice was both overcooked and undercooked, not al dente at all. There were thick slices of Parmesan on top, which do not help with the flavor balance. The risotto was too pale and lacked the appropriate amount of saffron. The dish ended up tasting bland yet thick and greasy.
Service was great though. I let the servers know I wasn't happy and they took the risotto off my bill and offered to make me another dish. I refused, not wanting to waste any food, but I appreciate how gracious they were about the whole thing."
173,73,Cantina Italiana,5 star rating,8/21/2020,"Absolutely amazing from start to finish!! The waitstaff is so attentive, love the authentic atmosphere, and the food...omg the food!!! The bread was unbelievable on its own, but dipped in the olive oil was even better!!! We had the Arincini  balls as an appetizer. I've never been a big fan of these and now I know why...they weren't made properly!! But Cantina made them so delicious!!! I won't eat them anywhere else ever again!! We had their specialty pasta with sausage and goat cheese. Absolutely awesome and so filling!!! You will NOT leave this place hungry!! We came here on a recommendation and will be back again and again!"
174,74,Cantina Italiana,1 star rating,12/27/2020,Food had no flavor probably the worst Italian meal I have ever had. The service was amazing. I would not recommend eating at this establishment.
175,75,Cantina Italiana,5 star rating,10/31/2021,Fantastic food and even better service.  We were a party of 11 and got to the restaurant 20 min before opening.  They went ahead and seated us and the service was excellent.  Highly recommend the lasagna!
176,76,Cantina Italiana,2 star rating,8/16/2018,"Dined here with 8 colleagues on a Wednesday night during a recent business trip in Boston.  Though noticeably busy, the hostess said she'd seat us ASAP.  After 15 awkward minutes of standing in the narrow entryway, our table was ready.  The dining room walls were plastered with Zagat awards from decades gone by.  I noticed there were none in recent years, then experienced why....

Our server was a nice bald Italian gentleman but was very inefficient.  After sitting unattended for 10 minutes, he came to the table, mentioned restaurant week specials then disappeared for 10 minutes before returning with that menu.  I had a hard time finding anything I was interested in eating, so I went with a salad. 

It took 20 minutes for our drinks to arrive and another 20 minutes for appetizers and bread.  The calamari was sub-par, very greasy and rubbery/tough.  Multiple order errors resulted from him not writing anything down:  2 people ordered the same beer but received 2 different colored brews, still he chose to deliver them.  A salad came out incorrectly and at the wrong time; I chose to just eat so I wouldn't have it reserved to me stale.

Long story short, our entire dining time was over 2.5 hours, not by choice.  Skip this place and try another Italian restaurant in the same 2 block vicinity."
177,77,Cantina Italiana,2 star rating,6/27/2021,"Came here for dinner. It was good that we were able to make a last minute reservation. However, the meal did not meet our expectations. The bread wasn't very good.  I expect better from an Italian restaurant. The Arancini was good, but the temperature was inconsistent. The bolognese was good, but the pasta wasn't cooked enough. The gnocchi was possibly the worst I've had in my life. The sauce was good, but something was wrong with the pasta. The service started out good, but as they got busier throughout the evening we ended up waiting over 20 minutes for the check. I found the ladies room to be a little dirty for my liking."
178,78,Cantina Italiana,5 star rating,8/22/2019,"This place is so good! While there were lines elsewhere, I was surprised that there wasn't one for this restaurant. Everything was great.

+Food: Be sure to get a dish that has the HOMEMADE pasta. 
-Arugula Salad: So fresh and a great way to wet your palate. Comes with lots of Parmesan cheese
-Bolognese: Ugh so good. I love these classic flavors. I got some cheese shredded on top. Very hearty. Couldn't finish and had a little bit left to bring home.
-Gnocchi: Honestly, some of the best gnocchi I've ever had. It was so soft and not stale tasting or overpowering in any way. I can't remember a time I've had better gnocchi than this. 

+Service:
Super great. Our server checked in a few times and she was so friendly and helpful. We weren't going all out on our meal."
179,79,Cantina Italiana,5 star rating,1/9/2021,"First time here, won't be the last.  Food was great, service was even better.  We will be back very soon and bring more friends."
180,80,Cantina Italiana,1 star rating,5/29/2021,"We made a reservation for 6:30 for a Bruins game .  Puck drop 8pm.  We arrived at 6:20,  total chaos.  Seated at 6:40.  7:30 our food hadn't arrived.  Asked for it to go.  No utensils .  120.00 with tip.  All I wanted to do after working at health care facility during covid was have a good meal with some family and enjoy a hockey game.  Crushed me by this.  Completely ."
181,81,Cantina Italiana,3 star rating,12/26/2019,"I normally would give Cantina 41/2 stars, but our recent experience was not all our family has been accustomed to over the years. 

It was Christmas Eve and packed house, so was willing to give them a bit of a break. We made a reservation for 8:30 pm and arrived at 8:15. We were there to celebrate my parents' 48th Anniversary. 

It was disappointing that despite our reservation made earlier in the day, we weren't seated until almost 9:20 pm.  

Luckily the kind waitress/bareback/all star put on the BYU/Hawaii football game! 

Also, two groups of 4 people who walked in after is and did not have reservations were actually seated before us! 

I think it was because of the end of the night, but the food just wasn't up to our usual eats at Cantina. I ordered veal Gino, but was served chicken Gino and told it was veal she. I inquired. I decided to take the high road and eat the chicken! 

We also ordered antipasto that never arrived. 

We will come back and I'll post a new review next time.  Hoping it was just an off-night. I did notice the manager Chuck was off duty and the owner didn't seem to be around either. 

I will say the 2 ladies behind the bar did an excellent job entertaining guests while waiting for their tables. 

It was bad the off night cane during our special family celebration, but my parents still had a good time."
182,82,Cantina Italiana,5 star rating,9/28/2021,"Omar our server was such a great person he made my night so excellent, i can't wait to come back i would definitely recommend the food here quality is amazing."
183,83,Cantina Italiana,5 star rating,7/1/2018,"We walked in and didn't think ahead about making reservations. We only waited 15 min but we did eat late to be honest. The host was distinguished and nice. 

We were served quickly and shared meatballs and a pasta dish. Bread and olive oil is served before the meal. We enjoyed the gnocchi tremendously. It was perfectly done! Creamy, tender melt in your mouth awesomeness. 

It was a quick bite. We weren't too hungry and needed to save room for desert. I would have loved to have had a large long meal here. Maybe next time...."
184,84,Cantina Italiana,1 star rating,5/14/2019,"I guess we should have known when we called and sought a last minute reservation on a Saturday night and this was the one place that said they had availability that it was unlikely we'd be seated anywhere near our reservation time, but a wait of an hour is really pretty obscene.  And, the host kept assuring us we were ""easy"" or ""close,"" rather than just being honest or answering us when we checked in repeatedly to ask how many parties were ahead of us or how long of a wait we could expect.  In fact, when we called to make the reservation we were specifically told, ""we're running on time and expect to continue doing so, so please be on time.""  

The waiting area is packed as could be and the bar where you could have a sip and wait is so slow and borderline rude.  It took about 20 minutes to get a beer poured, more for a cocktail, and while you wait, no acknowledgement that your order is next or there's a long backup.  

The food itself was fine, but unremarkable, especially when all the other places on Hanover are pretty much fantastic.  Honestly, nothing justifies the awful service.  It's clear that this place dupes diners by making reservations they can't really accommodate.  It's unconscionable and destroyed our evening.  

Cocktails here are overpriced.  A negroni was $13 and it was overly iced and nothing special.  

The antipasto appetizer special of the day which had several burrata, slices of proscuitto, and grilled artichoke, was the highlight of the meal.  No complaints there.  It was solid.  The meatball appetizer which came with three very large tender meatballs was quite tasty.  The arugula salad was boring but okay, topped with slices of parmesan cheese and a few tomatoes.  The bolognese was okay but the noodles were really stuck together and it could have used a little bit more olive oil and a touch more flavor.  Nothing special."
185,85,Cantina Italiana,2 star rating,4/18/2021,Host is extremely rude. They claimed to have outdoor dining on both the website and opentable but when we got to the restaurant it was indoor only and the hostess was extremely rude on the phone and when we were seated.
186,86,Cantina Italiana,5 star rating,1/25/2020,"This is the first Yelp review I've ever written, which says a lot about this restaurant. With so many Italian restaurants to choose from in the North End, I am so happy we stumbled upon Cantina Italiana.

We started with the Fried Calamari and antipasti -- both were perfect. For entrees, I had the pesto with homemade pasta and my boyfriend had the Fra Diavolo. To finish, we had the tiramisu which was one of the best desserts I've ever consumed. To top it off, our waitress was lovely and attentive.

I 100% recommend this place to anyone in the area!"
187,87,Cantina Italiana,5 star rating,8/4/2021,Yummmy! Old school Italian that is spot on with food and service. We had barely sat down when the bread basket with nice thick crusty bread. We started with calamari and it was perfect. My husband had lunch he chicken parmigiana plus a side of pasta and I think we could have split it and still had leftovers. My spaghetti and meatballs was awesome. Not a lot of sauce but still delicious. We were tempted by dessert but we were so full we had to pass. I would recommend to anyone.
188,88,Cantina Italiana,5 star rating,8/22/2021,"My wife and I went here with another couple last Thursday night, 19 Aug.  The food was outstanding. My wife ordered the grilled blackened salmon and she was raving about the flavor. Also, the skin was not cut off as my wife prefers the skin for the omega 3's. The other couple both ordered the veal saltimboca and both said it was excellent. I ordered the chicken piccata and it was delicious. We had fried calamari for an appetizer and it was prepared nicely with hot peppers and a marinara sauce and a lemon wedge. 
The ladies both ordered red sangria and they said it was one of the best with not too much ice. I had a vodka martini and my brother in law had the espresso martini. Both were prepared just right. A complimentary dessert of a cannoli, regular tiramisu and a lemon tiramisu ended our meal. This was unexpected and they were delicious.  Our waitress, Maria was very personable and helped us with our menu choices.  Truly a wonderful experience."
189,89,Cantina Italiana,5 star rating,7/18/2021,"I had the Lasagna and my husband had the Bombolotti Alla Buongustaia, both were excellent!  We were in town for our anniversary, when making reservations I knew it had to be good since they have been open so long."
190,0,Causeway Restaurant & Bar,5 star rating,1/31/2022,"Had a great meal here with my niece and her boyfriend while visiting Boston. We spent the day at the museum of science and were looking for something within walking distance- stumbled upon this gem. 

We enjoyed screaming out random words at the top of our lungs while the football fans cheered on their team. 

As for the food- delicious. We started with the nachos pulled pork- good- could have used some sour cream and salsa- but still good. 

For my main I had their chicken sandwich and fries- delicious! My niece and her bf also enjoyed their meal. 

Drinks are pricey here- but it's Boston so that's to be expected. 

Loved that they checked our vaccine status (I know that's required here- but as a visitor from North Carolina it was new to me- I wish it was required back home) 

Our waitress was friendly and attentive- would definitely return and recommend."
191,1,Causeway Restaurant & Bar,4 star rating,7/15/2021,"My husband, friend and I stumbled across  this bar for the European championships. After being unable to get into a nearby bar that we had tickets for we were pleasantly surprised to find a indoor and outdoor seating along with decent size TVs to watch the game. Shortly after we arrived the place filled to standing room only. We had a booth and after initially having to walk and place our orders at the bar the bartenders were great and very attentive. Despite the place being packed they kept the drinks and food coming directly to our table. The food was your standard bar fare but again the service was great"
192,2,Causeway Restaurant & Bar,5 star rating,8/25/2021,"Food is delicious & the customer service is warm & inviting...always.  We have found that the wait is less after 6pm. Also, bring your appetite as the portions are huge"
193,3,Causeway Restaurant & Bar,3 star rating,2/22/2022,Music was way too loud for sitting at the bar or at a table. It was weird. Wings were good though
194,4,Causeway Restaurant & Bar,5 star rating,10/17/2021,"We had a ""recovery"" brunch for the morning after my daughter's wedding - she had booked them in the first place because they were so chill and accommodating. We arrived and they gave us the entire 2nd floor with unlimited access to the menu - when we all got there Jenn was the only one on duty and she handled our crowd like a true pro- she hustled and buster her ass to make us all happy, well feed and the drinks flowing - plus the food was excellent  - highly recommend it especially if you are looking for an easy going place for a private event."
195,5,Causeway Restaurant & Bar,5 star rating,10/5/2021,Great chowder- large helpings wonderful fish and chips - we had a large group of 8 and we were all happy
196,6,Causeway Restaurant & Bar,4 star rating,7/11/2021,"Great outdoor space and very friendly for families/ toddlers. I felt awful it seemed like there was only one person serving/ bartending so it was slow but she was lovely. Bierra tacos were great, good fries too"
197,7,Causeway Restaurant & Bar,5 star rating,12/5/2021,"Pleasantly surprised w service, food quality, and prices when we met our daughter and her friends before the luke combs concert at td garden. My husband got wings and i got a chicken sandwish with fries. The young adults loved the fries. My husband and i really enjoyed the sandwish and bun and dipping sause served on side. Sandwich and fries were served hot a big plus for me. I believe premium beers were $6-$8 for 16 oz. We had a new waitress who seemed very dedicated to getting everythg right. She was being trained by a petite blond who was also very pleasant and experienced. Of course the bar area was very loud but the few side booths and upstairs were much quiter. Bathroom was clean too!"
198,8,Causeway Restaurant & Bar,2 star rating,10/13/2019,"I feel like the restaurant is going through an identity crisis. The WiFi password is ""thebestbbq"", the yelp menu is all about BBQ, but the menu we got today was more sports bar-esque food. If they changed the menu, fine, but a little ""new menu!"" sign would have felt proper.

Service was fine. Our waitress was busy since we came in on a weekend, but she came around every so often. We had to flag her down a couple of times, but had no problem otherwise.

The food experience and price was what made the experience subpar. The kitchen needs to get better at figuring out logistics, because when our food came, my roommate's chicken was steaming hot while my beef was much closer to room temperature.

The fries (with beer cheese and bacon) were delicious and by far my favorite dish of the evening. Was it worth the $10 price tag for fries? Probably not, considering the portions were exactly the same as the side fries that came with my main dish. 

According to my roommate, the southern fried chicken tasted nothing like what you'd expect from ""southern"" fried chicken. It was just fried chicken, with none of the insane crispness that he was used to.

The hanger tips were good, but that's about it. The meat was tender, but somehow not juicy. I personally wouldn't get it again.

Lastly, the draft beer was $7, which is overpriced in my opinion.

All in all, a pretty forgettable place and experience."
199,9,Causeway Restaurant & Bar,4 star rating,7/8/2021,"Went there today first time in 8years we'll help was friendly and helpful good looking waitress oh the food, DELICIOUS HUGE PLATES CHOWDER GREAT ,  go there you will love it one more thing the take out was booming, can't wait to go back"
200,10,Causeway Restaurant & Bar,1 star rating,6/12/2018,"My coworkers and I planned on ordering over $200 worth of food and eating in our office (we have a late night ahead of us). Their website let us order (to pay at restaurant) and everything. We scheduled the time for 6PM today and headed over. Upon arriving, we see the restaurant has a sign saying that they're closed until 6/13. What professional establishment would not mention they're closed for a week (6/6-6/13) and not put it anywhere on their website or prevent people from placing online orders? It's a good thing I didn't pay while placing the order because it would have been a giant waste of $200.

Just based on this experience, don't come here and just reading some of the reviews on here, it's not even worth it anyways."
201,11,Causeway Restaurant & Bar,4 star rating,10/17/2019,Awesome place to stop before a game/concert! Small place but didn't get overwhelmingly crowded and had a lot of great food and drink options.
202,12,Causeway Restaurant & Bar,5 star rating,2/19/2021,"Awesome breakfast! Me and my boyfriend went to Boston for Valentine's Day weekend and saw the sign on the window that said now serving breakfast and we were impressed! Good eggs, great buttery Texas toast and home fries that were seasoned perfectly. We'll definitely be coming back here!"
203,13,Causeway Restaurant & Bar,2 star rating,1/10/2020,"Ordered 12+ meals for a business dinner from Causeway. Attempted to order online and the online system did not work so I resorted to calling in my order. One meal in my order was for someone with a serious Gluten allergy. I made it very clear on the phone with specific directions that I needed a Chicken Caesar Salad with NO CROUTONS and GF Caesar dressing on the side. 

Embarrassing to go to this meeting to find that there is are croutons on this salad. This is the type of allergy where a containment like this is health threatening so to say I was disappointed was an understatement. Had to order an additional salad but made sure to get it from a different restaurant as I couldn't risk another mistake like this. 

All other food was good but overall experience was hindered because of this."
204,14,Causeway Restaurant & Bar,3 star rating,9/21/2019,"Meh. Short rib is no good. Burned as hell. Corn bread looks like pond scum surgically relocated to a baking pan and baked. Falls apart before it gets to the table. Salad was basically a vehicle for blue cheese, and overwhelming.

Service tip: When someone (sober) spills a drink, you replace it. Your restaurant is making so much money off of drinks. You can replace it. It was a mistake. Don't give the stink eye.

And you should offer to kill the audio to play a watch party's fight song. We were told ""the guy who does the audio isn't here."" It's not rocket science. Make a call. Figure it out.

Why are you in this business?"
205,15,Causeway Restaurant & Bar,4 star rating,4/29/2018,"We really enjoyed having drinks here. Bartenders were super nice and we stopped by a few times after having dinner elsewhere. 

I don't know why we never had the food, but we loved that they had Guinness on draft. Great service and drinks!"
206,16,Causeway Restaurant & Bar,3 star rating,5/23/2019,"Good spot to grab a meal when headed to a game or any other event in the vicinity. It's chill and with lots of space (2 levels). The Mac n cheese is not that great, but the wings are smoked and pretty tasty!"
207,17,Causeway Restaurant & Bar,1 star rating,12/2/2018,"I ordered the Brisket dinner. It was terrible. Every piece was fatty and over cooked. The was very disappointed. 
Mac and cheese was ok."
208,18,Causeway Restaurant & Bar,3 star rating,9/26/2017,"I didn't pay a cover..it was Friday night, some concert across the street, place was NOT full so therefore no line, no cover but there was a bouncer. 

I had one drink, and then beer. It was fine.. didn't eat, didn't talk to anyone and then left. Served it's purpose."
209,19,Causeway Restaurant & Bar,1 star rating,11/20/2017,"Ordered a BBQ smoked Rib platter to go 
1) The bartender who takes care of pick up ordered was on her phone the entire time while speaking to me. 
2) the cost online says 18.99 and it was $23.00 when it was ordered. 

As far as the food 
The ribs were dry and very fatty.
Had some sauce thrown on. 
The potatoes salad was ok 
The greens where hard and should have been cooked longer. 

Meh"
210,20,Causeway Restaurant & Bar,1 star rating,7/4/2019,"This is not BBQ. I'm going to set aside the fact that they made numerous serving mistakes and just focus on the food. 
Tough brisket, ""pulled pork"" that was basically pork jerky, and every side was completely void of seasoning. I felt as if they tried making every dish we had for the first time. 
Order a beer if you want a fine enough atmosphere, but leave and go eat somewhere else."
211,21,Causeway Restaurant & Bar,5 star rating,1/13/2019,Excellent spot. Super friendly staff. Very attentive. Was happy they had cold tall boys of PBR and white Zinfandel for the wifey. Crowds fluctuate depending on what time. There's always a game on or music. Highly recommend to have a drink
212,22,Causeway Restaurant & Bar,1 star rating,12/15/2018,"If I could give this place a negative, I would! Worst food ever. Their ""smoked wings"" are a joke..smoke wings should fall off the bone and theirs....theirs...I can't explain. Not good! Cornbread...HA! Jiffy's taste better, cornbread should be warm and soft, totally opposite for them...cold and hard. Rice and beans...why did I ever order this because I kinda knew what I was setting my self up for. Let me just say...ONE (1) bite and it remained in the bowl/cup.  Absolutely NOOOOOOOOO flavor, not a pinch of salt...nada...zip...zilch! If I had to give something a positive one star it would be the brisket and that's before cutting all the fat off. 

My friend didn't eat his food either and he's not a picky person at all."
213,23,Causeway Restaurant & Bar,4 star rating,8/24/2018,"Couldn't believe I walked right by this little gem. I had music playing in a open window I mean very open window this thing is huge. And what a beautiful night for this. I looked at the menu outside  and I was super surprised to find out that this was a BBQ joint & bar. The ambiance is dim lights and a few TV is around. In back is a  shuffleboard  and plenty of open Windows to see the people walking it's near the  TD Garden. We was greeted by a friendly Hostess that sat us  down at a table and she had our waitress come over right away. I ordered the brisket combo with mac and cheese and collars and hubby have the steak tip with rice and mac and cheese. I was hoping the mac was decent ,it was ok, bland but you still get that baked feel. The collards ,whoa ,super vinegar alert ! Not my cup of tea . Cornbread a little dry no butter around ,didn't wanna bother our now scarce waitress . The brisket was perfect. No issues there. Hubby had steak tips medium prolly shouldn't have because they were semi-dried out . Could have used gravy with it . Rice and beans were ok just plopped some beans on the yellow rice.  He didn't touch his Mac after I made ""the face"" he calls it . I was full off my brisket,big portions they give you. Music was on point so made my date night a good one here ! I recommend coming here you would enjoy it ! Just don't look for your waitress much after being seated ,lol . Getting the check is fun too !"
214,24,Causeway Restaurant & Bar,1 star rating,9/13/2018,"My boyfriend and I got the Tres Combo to share. We picked the brisket, ribs, and sausage along with chips and potato salad. We figured that, because this was a $30 plate of food, it would be enough for 2 people to share. We were very, very wrong.the cornbread was awful and crumbly (we didn't finish it). There was a small handful of chips which were good but it left only about 5 chips per person. One single sausage to split, 2 ribs, and thin slices of steak that were supposed to be brisket I think? None of it was good and it was VERY overpriced. 

We ordered a couple of IPAs off the drink menu but we were shocked that they were $10 each when we got our bill. We get it, Boston prices suck, especially for alcohol. But our total for one small place of mediocre food, 2 well whiskey and cokes, and 3 beers was $75 (without tip)."
215,25,Causeway Restaurant & Bar,3 star rating,10/1/2019,"I stopped in during lunchtime on a weekday and was greeted by the bartender, who told me to sit wherever. I grabbed a seat at the bar and ordered the cubano. It wasn't bad, but I wasn't very impressed. It was kind of dry, so I had a little difficulty getting through it. The service was good, at least. It was definitely a so-so experience, so I probably won't be racing back."
