LocationName,Address,City,State,Zip,Description,Website,Phone,
Running Brook Vineyards,335 Old Fall River Road,Dartmouth,MA,02747,Hand-selected viniferous grapes from Running Brook's 20-acre vineyard produce top quality wines that are sure to make New Englanders proud! Join us for FREE LIVE MUSIC every Saturday and Sunday!,www.runningbrookwine.com ,(508) 985-1998,
Russell  Orchards & Winery,143 Argilla Road,Ipswich,MA,01938,Fully licensed bonded winery of special fruit wines. Fall hayrides through farm. Apple operation tours for children. Picnic areas farm animals playgrounds and beautiful country farm with PYO apples strawberries raspberries and blueberries. Offer 25 fruit wine and hard cider varietals. Wine tastings are always available in farm store.,www.RussellOrchards.com,(978) 356-5366,
Russo's Greenhouses Inc.,134 Lincoln Street,West Bridgewater,MA,02379,We have three acres of greenhouses and are always open to tours and for public information and education on planting and growing. Christmas open house and Santa visits. Please call for events listing.,www.russosgreenhouse.com,(508) 559-9388,
Sage Meadow Farm,11 Clapp St.,Easthampton ,MA,01027,Small goat farm specializing in natural goat milk body products such as soap lotions and other bath products. A co-owner is a veterinarian who does work with small ruminants. Open by appt.,sagemeadowfarm.com,(413) 527-7636,
Sap Castle,29 Overlook Road   ,Rutland,MA,01543,Third-generation farm producing high-quality maple syrup in Rutland. Syrup available self-serve at the sugar house year round. Boiling most weekends in March – call or email to stop by and see the process on our wood-fired arch.,www.sapcastle.com/,(508) 886-4564,
Sapowsky Farms,436 East State Street Route 202,Granby,MA,01033,Full service farmstand. PYO strawberries. Greenhouses for bedding plants perrenials hangers. Sweet corn our specialty with homegrown vegetables grown for quality and flavor with no spray and low spray practices. Friendly knowledgeable sales staff. Open May 1 to November 1 8:00 am - 6:00 pm.,www.facebook.com/pages/Sapowsky-Farms/134573421150,(413) 467-7952,
Sauchuk Farm,53 Palmer Rd,Plympton ,MA,02367,75 acre diversified vegetable and berry farm with greenhouses and farmstand. In the fall educational passports guide people throughout a giant 8-acre corn maze. Other activities include hayrides PYO and corn cannons.,www.sauchukfarm.net,(781) 585-1522,
Scott/Goyea Farm,175 Oak Street,Mansfield,MA,02048,The land is town-owned and there are hiking trails all through the woods open to public. Managed by Natural Resources Trust of Mansfield Inc. and Mansfield Conservation Commission.  The land is now Conservation land open to the public for passive recreation. The fields are used for growing hay and bird fledgling. No motorized vehicles are allowed.,,(508) 261-7378,
Seaview Farm ,38 South St.,Rockport,MA,01966,Open May through December from Monday through Saturday 10 to 6 pm; Sundays Noon to 6 pm,www.seaviewfarmrockport.com,(978) 546-2418,
Seekonk Tree Farm,32 Seekonk Cross Road,Great Barrington,MA,01230,Beautiful trees professional grown family oriented friendly service tree baling for easy transportation. Stand Straight tree stands free drilling wreaths roping greens.,www.seekonktreefarm.com,(413) 528-0050,
Sentinel Farm,37 Cottage St.,Belchertown,MA,01007,Small family farm located in the center of Belchertown and within a 5 minute walk to the Town common. On 8 acres our focus is directed toward the fruit orchard consisting of primarily apples of which we have 25 varieties. In addition to the orchard have several bee hives a sugar bush and several annual seasonal crops.  Open from Labor Day to the 2nd week of October ,www.sentinelfarm.com,(413) 323-7368,
Sergi Farm,34 Glenn Road,Belmont,MA,02478,5-acre family-run farm. Committed to growing the freshest and most diverse produce with sustainable methods emphasizing disease resistant cultivars and a critical application of organic methods. ,www.belmontacresfarm.com/,(781) 507-6602,
Seven Acres Farm,4 Concord Street,North Reading,MA,01864,Offers Poultry and Vegetables Holiday Birds and Eggs.,,(978) 664-2660,
Shady Oaks Farm,38 Winthrop Street,Medway,MA,02053,Sell feed hay petfood as well as other products. AGWAY feeds and supplies bagged shavings bulk sawdust Hay delivered or picked up at the farm Bliss ice cream chicken and turkey pot pies. ,www.Shadyoaksfarm.com,(508) 533-8905,
Shattuck Farm,134 Maple Ave.,Groton,MA,01450,Open 7 days 8:00 am - 6:00 pm July to November. Please call first.   SNAP accepted: Always call first to confirm availability of processing.    ,www.shattuckfarm.com,(978) 448-6352,
Shaw Farm Dairy & Ice Cream Stand,195 New Boston Road,Dracut,MA,01826,Century dairy farm that offers milk in glass bottles. Over 50 varieties of ice cream including sugar-free is also made and sold in various containers with a ice cream stand open seasonally.,www.Shawfarm.com,(978) 957-0031,
Shea's Nursery,411 Plain Street,Rockland,MA,02370,Trees & Shrubs. Selling off trees- any tree/shrub $10.00 you dig. Making blueberry farm for future roadside or you pick sales. ,,(781) 878-3377,
Shelburne Farm,106 West Acton Road,Stow,MA,01775,Pick-Your-Own apples peaches and pumpkin operation and homemade jams and jellies. Come visit our Country Store and bring a picnic. Children can pick apples from our miniature trees. Birthday parties company picnics. Moon Bounce Pedal Tractors Hay Maze Pony Rides Farm Animals NEW!! Hay Climbing Mountain. ,www.Shelburnefarm.com,(978) 897-9287,
Sholan Farms,1125 Pleasant St.,Leominster,MA,01453,Picturesque farm located high on hill overlooking Boston. Offer PYO apples peaches raspberries & blueberries. Farmstand with seasonal produce and pumpkins group tours wagon rides hiking trails and many festivals. Last PYO orchard in Johnny Appleseed's hometown.,www.Sholanfarms.com,(978) 840-3276,
Sidehill Farm/Meadowsweet Farm Shop,59 Forget Road,Hawley,MA,01339,Small family-run dairy producing fresh delicious yogurt from the milk of our grass-fed cows. Yogurt cheese sour cream and grass-fed beef are available at our farm shop; open every day. The cows graze only in certified organic pasture and the farm does not use hormones or antibiotics. ,www.sidehillfarm.net,(413) 339-0033,
Siena Farms ,113 Haynes Road ,Sudbury ,MA,01776,Family-farm in its 14th year of operation cultivating 50 acres of protected farmland in Sudbury and Concord MA. All of Siena Farms produce is grown using traditionally sustainable farming practices: free of chemical herbicides pesticides fungicides and fertilizers. Over 100 varieties of vegetables grown for 500+ member CSA community farmstores in Boston and select restaurants and chefs.   CSA products offered: Vegetables Pantry Items Sunflowers. Pickup available on farm and various locations throughout the Greater Boston Area. Home delivery also available.   ,www.sienafarms.com,(978) 261-5365,
Siena Farms South End,106 Waltham Street,Boston,MA,02118,Open daily 11:00 am - 7:00 pm. ,www.sienafarms.com/farmstore.php,(617) 422-0030,
Silverbrook Farm,592 Chase Rd.,Dartmouth,MA,02714,Offer vegetagles honey eggs poultry jams jellies pies and some fruits. Farm participates in farmers' markets 7 days a week and this is the best venue for finding us. Our farm strives for quality products valued employees sustainable agriculture and education. One of the oldest operating farms in the Commonwealth and we hope to continue that longstanding tradition.   Farmstand open June to December EBT-SNAP Accepted at farmstand on Wednesdays Noon - 6:00 pm only  ,www.silverbrookdartmouth.com/,(508) 991-4432,
Simcock Farm,361 Marvel Street,Swansea,MA,02777,A super country vegetable stand and a wonderful treat-filled ice cream stand along with farm animals including cows a donkey goats rabbits chickens and more...let's not forget Blondie the beloved resident pooch of the place. ,www.simcockfarm.com,(508) 673-5721,
Simple Gifts Farm,1089 N. Pleaseant Street,Amherst,MA,01002,Feature a full seasonal bounty of organic vegetables along with pasture-raised eggs meats dairy. Farmstand open year round Weekdays 10-7pm; weekends 8am-7pm. CSA: Weekly array of seasonal vegetables from June through October.   CSA Products offered: Vegetables Flowers  CSA Pickup(s): On Farm and North Amherst Community Farm,www.simplegiftsfarmcsa.com,(413) 230-3262,
Sleighbell Christmas Tree Farm & Gift Barn,130 Whitins Road,Sutton,MA,01590,Choose & cut Christmas Tree Farm located in the heart of the Blackstone Valley. Offer many varieties of fresh Christmas trees wreaths centerpieces kissing balls & a unique Log Gift Barn featuring handcrafted gifts and ornaments an antique sleigh for photo op. and miniature train that runs through the barn. Haywagon rides thru our fields spring-fed trout pond picnic area and ducks to feed. Earth Day activities available to school groups and scout groups from Project Learning Tree Activity Instructor. ,www.sleighbelltreefarm.com,(508) 234-6953,
Small Farm,184 Gleasondale Rd. (Rt. 62),Stow,MA,01775,Family farm producing fresh vegetables grown without pesticides including tomatoes lettuce greens onions garlic and hot peppers. PYO flowers and herbs are popular. Families welcome.,small-farm.com,(978) 897-5996,
Small Ones Farm,416 Bay Road,Amherst,MA,01002,Offer our produce at our farm stand CSA and U-pick events. Grow peaches Asian pears and 40+ varieties of apples without the use of synthetic fertilizers pesticides or herbicides. Certified Naturally Grown - a program whose standards are based on the USDA organic program.   CSA Products offered: Fruit Pickup(s): On Farm,www.smallonesfarm.com,(413) 253-6788,
Smiarowski Farmstand & Creamy,320 River Road,Sunderland,MA,01375,,www.facebook.com/Smiarowskifarmstand,(413) 665-3830,
Smith's Country Cheese,20 Otter River Road,Winchendon ,MA,01475,Family-owned dairy farm with 200 cows producing award winning farmstead cheeses including Gouda Cheddar and Havarti. On-site retail store carries cheese ground beef specialty food items wine beer baked goods pottery house decor and more! Also available online or at farmers markets and the Worcester Public Market.,www.smithscountrycheese.com,(978) 939-5738,
Smolak Farms,315 South Bradford Street,North Andover,MA,01845,300-year-old farm that spans 155 acres. Offer PYO tree fruit and berries a CSA program fresh produce choose and cut Christmas trees a scratch bakery and a farm stand with local products made-to-order sandwiches and meals to go. Hayrides educational tours and events seasonal and holiday festivals kids' reading and crafts programs a farm-to-table dinner program and a variety of function areas for weddings private events and corporate events.,www.Smolakfarms.com,(978) 682-6332,
Snug Harbor Farmstand,O'Brien Towers 73 Bicknell Street,QUINCY,MA,02169,Dates and Time: Wednesday 1:00 pm - 6:00 pm July to Fall.,,,
South Boston Hunnies,524 E. 8th st.,Boston,MA,02127,Honey hive and garden tours by appointment.,instagram.com/SouthBostonHunnies,,
Souza Family Farm,33 Agricultural Ave,Rehoboth ,MA,02769,Actively farm approx. 12 acres of vegetables 3 acres of apples and utilize 5 greenhouses for bedding plants hanging flower baskets. Also have two high tunnels for tomatoes and cucumbers. Farm-stand open (Fathers' Day- October 31st) Monday 12-5 Tues-Friday 10-5 and weekends 9:30-5. The greenhouses are now open M-Fri 10-5 Sat & Sun 9-5.     ,www.souzafamilyfarm.com/,(508) 245-4635,
Spence Hill Farm,39 Coolidge Street,Sherborn,MA,01770,,,(508) 653-8939,
Spotted Newt Farm,773 John Ford Rd,Ashfield,MA,01330,Self-serve roadside farm stand from April 1 - Dec. 1st or by appointment. Raw honey and bees wax products available. New beekeeper mentoring and small-scale pollination services. Heirloom and organically grown hard and soft neck garlic. Duck and goose eggs when available. ,www.facebook.com/SpottedNewtFarm/,6176553529,
Spring Brook Farm,591 Great Rd.,Littleton,MA,01460,Farming since 1713 offering: vegetables beef pork lamb berries grain asparagus hayrides and farm to school involvement.,springbrookfarmcountry.com/,(978) 486-3249,
Spring Rain Farm,692 Caswell Street,Taunton,MA,02718,Main crop is cranberries. PYO strawberries from May 30 til end of June. Offer tours for students and groups on the cranberry bogs and strawberry fields.,www.facebook.com/pages/Spring-Rain-Farm-Taunton-Ma/653400704738724,(508) 824-3393,
Springdell Farm,571 Great Road,Littleton,MA,01460,Home grown fruits and vegetables pasture raised black angus beef lamb pork free range eggs. Farmstand CSA and wholesale.,www.springdellfarms.com/,(978) 486-3865,
Springfield Pop-Up Farm Shop,1319 Main St,Springfield,MA,01101,Date and Time: Friday 2:00 pm - 4:00 pm.,,,
Stafford Hill Farm,234 Stafford St,Charlton,MA,01507,Farmstand with pre-picked fruits and vegetables and attend farmers' market in Holden Leicester and Webster. Also sell live lambs and chickens. ,www.facebook.com/StaffordHillFarm/,(508) 410-6887,
Stevens Tree Farm,73 Mudnock Road,Salisbury,MA,01952,Christmas Tree sales start the day after Thanksgiving through Christmas.  Farm sells firewood in small amounts. Call for availability.,,(978) 465-3037,
Stillman's Greenhouses & Farmstand,1415 Lancaster Avenue,Lunenburg,MA,01462,Family farm proud not only for conscientiously grown crops including fruits vegetables herbs and flowers but also our Community Supported Agriculture (CSA) programs across the state. Take pride in selling only what we grow ourselves. Garden Roots Festival in May. Wander through our corn maze and pat this year's sheep and pigs. You are sure to find Stillman's a nice experience for the whole family.  CSA Products offered: Vegetables Fruit Pickup(s): Farmers Markets,www.Stillmansfarm.com,(978) 537-3342,
Stone Bridge Farm,186 Leonard St,Acushnet,MA,02743,Small sustainable family owned and operated farm. Grow and harvest 5 acres of a combination of Howes and Stevens variety of cranberry. Incorporate integrated pest management in our farming practices. Bogs planted 25 years ago and have been operating continuously in the same location. Cranberries picked ripe from the bog and can be shipped to you fresh or pick up locally. Tours by appointment.,www.stonebridgefarmevents.com/,(508) 951-1551,
Stone Pony Farm,171 Pine Hill Farm,Westport,MA,02790,Small farm on Westport river. Offer small number of organically fed heritage turkeys.,stoneponyfarmofwestport.com/,508-636-9819,
Stone Soup Farm,81 Rocky Hill Road,Hadley,MA,01035,Primarily a CSA also offer a small farmstand. Come on by have a picnic pick your own berries herbs and flowers bring the kids and let them play on the playground equipment. There's a grill out front so anyone can come have a BBQ. There are also plenty of farm animals running around like chickens geese and maybe even a cow or pig all free range and organically managed.  CSA Products offered: Vegetables Fruit Eggs Flowers Bread Pickup(s): On Farm Farmers Markets,www.stonesoupfarmcoop.com/,(413) 687-4341,
Stonefield Farm,91 Martin Street,Acton,MA,01720,Family owned vegetable farm with greenhouse and garden plant sales in spring summer and fall. Known for quality selection and prices of the products it raises and sells. Grow a solid collection of New England annuals and perennial plants as well as an extensive selection of vegetable and herb plants. Colorful and unique hanging baskets and container gardens provide easy and attractive additions to patios and gardens.,stonefieldfarmacton.com/,(978) 263-5572,
Stony Creek Farm,13 Chamberlain Road,Montgomery,MA,01085,Goat dairy and berry patches.,www.buylocalfood.org/local-hero-profile-stony-creek-farm/,(413) 862-3432,
Stony Creek Farm,1210 Wilbur Ave,Swansea,MA,02777,Host the Swansea farmers mkt. Full Service Horse Boarding Facility; Grass Fed Beef; Petting Zoo & Birthday Parties; Special Events!,www.facebook.com/StonyCreekFarmandGrassFedBeef/,(508) 646-3771,
Stony Hill Farm,899 Stony Hill Rd,Wilbraham,MA,01095,Seasonal vegetables cut flowers pasture raised eggs and honey available at the stand and at local farmers' markets. SNAP accepted but call ahead 413-279-4125.  Wednesdays 2-6pm Saturdays 10-3pm Sunday 10-3 pm ,www.stonyhillfarmwilbraham.com,(413) 279-4125,
Stowe Farm,15 Stowe Road,Millbury,MA,01527,Equestrian farm w/horses and dense fields ripe with produce for all sorts of agritourism activities. PYO apple and pumpkins harvest after Labor Day. Barnyard animals ride the festive cow train and climb our 8 ft. monster truck. Scenic view of horses out grazing while listening to live country music with a nice cold hard cider in hand.,www.stowefarm.com,(508) 865-9860,
Summer Beez Apiary,44 Summer Rd,Berlin,MA,01503,Family owned honeybee farm specializing in small batch varietal honey and beeswax products. Raw honey bees native queens nucs apiary tours honey bee observation hive pollination service. Also offer beekeeping mentoring.,www.summerbeez.com,(978) 415-9869,
Summit Farm,2757 Hancock Rd,Williamstown,MA,01267,Christmas Trees. Balsam Fraser and Concolor Fir plus White Pine and Black Hill Spruce. Netting and tractor assistance available. Tagging begins Columbus Day weekend-Christmas.,,(413) 458-3400,
Sundance Farm,7 Parker St,Leicester,MA,01542,Sell perennials herbs annuals seedlings vegetables eggs lamb and baked goods.,www.facebook.com/sundance.farm.56,,
Sunset Farm,20 Brigham Lane,Amherst,MA,01002,PYO flowers and vegetables. Call or email to see what is ready. Starts with pansies & parsnips ends with chestnuts. Self-serve 10 acre farm.,www.sunsetfarm.us,413 253 2529 ,
Sunset View Farm,156 Gardner Rd,Winchendon ,MA,01475,Farmstand offers fruits and vegetables including lettuce tomatoes garlic berries and locally sourced corn and peaches and of course pumpkins in the Fall!,www.facebook.com/Sunset-View-Farm-Winchendon-MA-192118270840823/,(978) 297-2305,
Sunshine Farm,41 Kendall Avenue,Sherborn,MA,01770,3rd generation farm. Ice Cream window May-October. PYO strawberries blueberries raspberries peaches and apples! May flower sales-annuals vegetables hanging baskets. Homegrown fruits and vegetables and baked goods. Check website for events and pyo conditions. IPM naturally grown.   CSA product categories offered: Fruits and Vegetables Pickup(s): On Farm.  ,sunshinefarmma.com/,(508) 655-5022,
Sustainable Nantucket Community Farm,168 Hummock Pond Road,Nantucket,MA,02554,Incubator farm growing produce that is sourced at our farmers and Artisans Market as well as directly to local restaurants. Tours by appointment.,www.sustainablenantucket.org,(508) 228-3399,
Sustainable Nantucket's Farm to School Garden,10 Surfside Rd,Nantucket,MA,02554,,www.sustainablenantucket.org,(508) 228-3399,
Swartz Family Farm,11 Meadow Street,Amherst,MA,01002,Fresh local produce all year round. Family farm providing you with the best bounty from our farm and other local family farms. CSA Option and wholesale.,www.facebook.com/swartzfamilyfarm/,(413) 230-3137,
Sweet Acre Farm Apiary,365 Marble St.,Lee,MA,01238,Retail local raw honey creamed honey comb honey chunk honey bee pollen and beeswax. Also retail bees queens and nucleus colonies. ,,(413) 854-3378,
Sweet Autumn Farm,180 Prospect Street,Carlisle,MA,01741,Certified organic veggies seedlings chicken eggs and duck eggs. Farm stand hours: Tues. 2-6pm Sat. 10-2pm. ,,(978) 287-0025,
Sweet Morning Farm,910 Greenfield Rd.,Leyden ,MA,01301,Open year-round. Call first.,www.sweet-morning-farm.blogspot.com,(413) 773-8325,
Sweet Water Sugarhouse,56 Brown Road,Royalston,MA,01368,Maple Sugarhouse - call ahead or visit Facebook page.,www.facebook.com/swshroyalstonma/,978-249-3464,
Sweet Woodruff Farm,225 Lincoln Road,Athol,MA,01331,We operate a sheep farm and sell farm raised products - yarn lamb woven & knitted items. We also sell farm raised eggs herbs organic vegetables dried flowers. Visitors welcome to wander through the gardens.,,(978) 249-9231,
Sylvan Nursery Inc,253 Horseneck Road,Westport,MA,02790,All types and sizes of plants. Specializing in Seashore and Nature plants.,sylvannersery.com,(508) 636-4573,
Taft Farms,21 Division St,Great Barrington,MA,01230,Many PYO fruits and vegetables specializing in heirloom varieties on 200 acres. Farm tours on weekends during fall season. Hunting in autumn. Land open for wild life observation & xc skiing in winter. Incredible catch-and-release fishing in Housatonic River. Many attractions nearby. Bait and Tackle shop open year round.,www.facebook.com/taft.farms/,(413) 528-1515,
Tangerini's Spring Street Farm,139 Spring Street,Millis,MA,02054,A 67 acre working family farm. The famers diverse operation include the growing and selling of a wide variety fresh fruits and vegetable (using organic methods) cut flower annuals perennials and hanging basket. The farm has a farmstand a 200 member CSA an ice cream shop. We offer birthday parties hayrides (evening too!) farm tours. Let of PYO opportunities and a hay maze.  CSA Product offered: Vegetables Fruit Flowers Pickup(s): On Farm SNAP accepted at the farmstand Sunday to Friday through November 22,www.Tangerinisfarm.com,(508) 376-5024,
Tanstaafl Farm,389 Adams Road,Greenfield,MA,01301,Farm features: sheep ducks chickens and border collies. Sell fleeces roving along with yarn; naturally raised feeder and freezer lambs; individual lamb cuts; freezer pork and individual pork cuts; whole chicken and turkey; and chicken along with duck eggs. Herding demonstrations and lessons are available.,www.tanstaaflfarm.com,(413) 773-5232,
Tavares Hillside Farms,164 Slades Corner Road,Dartmouth,MA,02748,About 65 acres of crops: mainly corn & tomatoes but also various vegetables pumpkins hay. Also major crop of arborvitae trees.   Product categories offered:  Pickup(s): On Farm,,(508) 636-7388,
Teddy C. Smiarowski Farm,487 Main Street,Hatfield,MA,01038,,,(413) 247-5181,
Tender Crop Farm,93 Main Street,Wenham,MA,01984,Since 1985 have provided the highest quality selection of produce available year-round. Offer our own Beef Chicken Turkey Pork Bacon Eggs Fruit Pies Turnovers Meat Pies: Chicken Turkey Beef Dips Salsa Pesto and more!,www.tendercropfarm.com,(508) 468-1554,
Tendercrop Farm,108 High Road / 1A,Newbury,MA,01951,Offer seasonal fruit and vegetables as well as greenhouse grown winter vegetables as well as beef pork chicken turkey and eggs are available year around. Gift shop with a large selection of dried flowers and out own hand made floral arrangements. ,www.tendercropfarms.com,(978) 462-6972,
Tessiers Sugarhouse,60 Fairgrounds Rd,Cummington,MA,01026,,,(413) 634-5022,
The Apple Place,540 Somers Rd                 ,East Longmeadow ,MA,01028,Grow over 70 different types of apples including many heirloom varieties. Make cider and cider slushies. On-site bakery with fresh cider donuts pies muffins etc. Farm fresh ice cream from Maple Valley farm in Hadley. Lots of nice shady places to sit including our famous gliders. 6 acre corn maze in the fall. Have chickens and pigs to visit and a mini train garden to enjoy. Fun place for all! ,Theappleplace.net,(413) 348-9628,
The Atherton Farm,147 Ashfield Rd,Buckland,MA,01338,Open Daily 11:00 am to 6:00 pm May to October.,,,
The Bars Farm,146 Mill Village Road,Deerfield ,MA,01342,Grow 15 acres of diversified vegetables along with annuals perennials and fall mums sold at retail farmstand.,www.thebarsfarm.com,(413) 772-1031,
The Big Apple,207 Arnold Street,Wrentham,MA,02093,Farmstand selling our own produce - apples peaches plums blueberries raspberries squash tomatoes etc. PYO blueberries raspberries. Public can watch apples being sorted. Bakery. Hayrides on weekends in Sept. & Oct.,www.thebigapplefarm.com,(508) 384-3055,
The Clover Path Garden,191 Quaker Lane,Acushnet,MA,02743,Certified organic poultry farm offers eggs from free range hens. Open to the public by appointment during warm months.,,(508) 763-5901,
The FARM Institute,14 Aero Ave. ,Edgartown ,MA,02539,Livestock farm with diverse non-profit educational component including summer camp field trips tours workshops and residential programming.,www.thetrustees.org/tfi,(508) 627-7007,
The Farm Shop and Cafe,10 Rocky Hill Rd,Hadley,MA,01035,Open 2:00 pm - 6:00 pm on weekdays; 10:00 am - 6:00 pm on weekends,www.facebook.com/thefarmshopandcafe/,,
The Farmer's Daughter Hillcrest Farm,153 Millbury Street,Auburn,MA,01501,Garden center/farm stand offers an array of produce beef and NE gifts. Year round flowers/herbs/perennials. Produce in summer and seasonal items. Cut your own Christmas trees sold thru farmstand. Festivals throughout the year kids club seminars. ,www.farmersdaughterauburn.com/,,
The Food Project - West Lynn Farmstand,155 Curwin Circle,Lynn,MA,01905,Dates & Times: Days/hours vary. Check website for details; EBT-SNAP Accepted,www.thefoodproject.org/farmers-markets/,,
The Grey Barn and Farm,22 South Road,Chilmark,MA,02535,Small diversified family farm where talented people come together to create great food from the land that surrounds us. Farm tours by appt.,www.thegreybarnandfarm.com/,(508) 645-4854,
The Herb FARMacy,30 Elmwood Street,Salisbury,MA,01952,10 acre certified organic farm greenhouse operation specializing in herbs old-fashioned flowers & heirloom vegetables. Greenhouses offer over 1000 varieties of potted plants. Flowers for weddings & special occasions. On-farm flower CSA.,www.theherbfarmacy.com,(978) 834-7879,
The Herb Hill Micro Dairy,16B Brookline St,Pepperell,MA,01463,Small diversified organic farm offering raw goat milk vegetables and eggs.,www.theherbhillmicrodairy.mckain.me,(978) 888-8005,
The Herb Lyceum,368 Main Street,Groton,MA,01450,Working 4-acre farm operated by the Gilson family since the 1800s. Aside from growing a variety produce herbs and flowers David Gilson the current head of the household and first to farm on the land has spent decades massaging the landscape to host events with a cozy familial and relaxed feel. This country site provides a cozy setting filled with rustic charm for your most special events.  ,www.herblyceum.com/,(978) 448-6499,
The Neighborhood Farm,Corner of Old Connecticut Path and Forest Hill Rd ,Wayland,MA,01778,All natural vegetables herbs cut flowers and plants grown at historic Mainstone Farm in Wayland. Stand offers Mainstone's raised grass fed beef eggs chicken and pork along w/produce.  Hours may vary due to COVID-19 please contact the farm for details.  ,www.theneighborhoodfarm.com/,() -,
The Pumpkin Farm,72 Milford Street,Medway,MA,02053,Farmstand open Monday 3:00 pm - 8:00 pm June to November.,www.thepumpkinfarmmedway.com,(508) 404-5701,
The Shepherd's Garden,346 Jacksonville Rd (rt.112),Colrain,MA,01340,,,413-624-3690,
The Sunny Farm ,809 Sandwich Rd.,EAST FALMOUTH,MA,02536,Mondays 2:00 pm - 7:00 pm call for additional hours 508-648-0740,guide.farmfreshri.org/food/farm.php?farm=3961,(774) 238-0218,
Thomas Farm & Dairy,64 Hadley Rd ,Sunderland,MA,01375,Farmstand with our various goat cheeses that we make here in our certified cheese room. Sell registered Nubian kids in the spring. Our Farmstand also offers our cow cheese eggs from our flock of hens vegetables flowers and plants that we grow in our greenhouse and fields along with lots of other local products including soaps made with our goats milk. ,www.thomasfarmstand.com/,(413)345-1962,
Thyme for All Seasons - Coward Farms,150 College Highway,Southwick,MA,01077,Coward farms has quality grown mums pumpkins gourds winter squash rasberries and a barn of fall decorations. Starting the day after Thanksgiving they open their farm to cut your own Christmas tree. Fall hours: Sep. 1 to Oct 31 are Mon-Fri 9:30 to 5:30; Sat-Sun 9:30 to 5:00. Christmas Hours: The day after Thanksgiving to Dec 23 are Mon 12:00-4:30; Tues-Wed 10:00-4:30; Thu-Fri 10:00-4:30; Weekends 8:00-4:30,www.cowardfarms.com/,413-569-6724,
Timberlost Farm,327 Ashby Road,Ashburnham,MA,01430,150 acres open space of pasture and woods. Hereford Cattle-with retail freezer-Beef. Summer: Vegetable stand.  ,www.timberlostfarm.com,(978) 815-7956,
Tobey Farm,352 Main Street - Route 6A,Dennis,MA,02638,We are an historic farm circa 1681. 11th generation descendants of Thomas Tobey and the oldest family farm on the Cape. We operate a greenhouse and raise container flowers dry flower wreaths and other farm products. Host scary and not so hayrides in October.,www.Tobeyfarm.com,(508) 385-2930,
Tony Andrews Farm,398 Old Meeting House Road,Falmouth,MA,02536,PYO strawberries peas beans tomatoes corn and sunflowers. In Fall PYO pumpkins w/hayrides. Petting zoo. Welcome school groups scout groups weddings and more! Picnic area birthday parties campfires canoeing camping. ,www.tonyandrews-farm.com/,(508) 548-4717,
Tougas Family Farm,234 Ball Street,Northborough,MA,01532,PYO fruits school field trips farm kitchen/bakery ice cream farm tours wagon rides on autumn weekends and holidays.,tougasfamilyfarm.com/,(508) 393-6406,
Tree House Farms,243 Ridge st,Millis,MA,02054,Farm stand open by appointment,www.treehousefarmsma.com,(469) 733-8581,
Triple Oaks farm Sugarhouse,170 Noth Brookfield,East Brookfield,MA,01515,We are a small operation with a 3-year old post & beam sugarhouse 125 taps with buckets. 45 acre farm with horses chickens and a dog. Visitors welcome. Call ahead for hours. ,,,
Tuckernuck Farm,89 Fisk Street,Dennis,MA,02670,Local grown heirloom vegetables plants wool products and more.  ,www.facebook.com/tuckernuckfarmcapecod/,(508) 364-5821,
Twenty Acre Farm,351 River Drive,Hadley,MA,01035,Springtime supplier of Finished annual bedding plants hangers combination plantings geraniums single potted assortmet. Proven winners.,,(413) 549-5708,
UMass Cold Spring Orchard,391 Sabin Street,Belchertown,MA,01007,UMass orchard that conducts research on various parts of the fruits industry but also a working farm that offers high quality fruit (up to 112 apple varieties peaches plums pears blueberries & sour cherries) variety of farm related experiences. These include but are not limited to: farm tours picnic area self-guided walking tours panoramic views PYO apples & fruit stand.,www.Coldspringorchard.com,(413) 323-6647,
Under the Sun Farm,1050 Williams Street,NORTH DIGHTON,MA,02764,Farmstand is open year-round and offers: Produce farm-fresh local eggs locally-raised meats milk honey spices jellies pasta snacks deli meats refreshments freshly brewed coffee and baked treats at the cafe and much more!,www.underthesunfarmstand.com,(774) 872-0278,
Upinngil Farm,411 Main Road,Gill,MA,01354,Fresh raw milk and raw milk cheeses produced by small herd of grass-fed Ayrshire cattle. Also available is a wide variety of fruits vegetables grains honey maple syrup grass-fed beef jams and jellies from our own fruitand frozen fruit. Pick-your-own strawberries raspberries. Farm store open year round 7 days a week 8am-7pm.,www.upinngil.com,(413) 863-2297,
Urban Farming Institute of Boston Inc,487 Norfolk St.,MATTAPAN,MA,02126,Open Friday 3:00 pm - 6:00 pm,urbanfarminginstitute.org,(617) 989-9920,
Valley View Farm,179 Barre Road,Templeton,MA,01468,Pick your own raspberries locally grown vegtables farm fresh eggs. Our own maple syrup glass bottled milk our own pork chicken beef processed in our on farm state inspectedmeat shop meat processing seminars available.  ,,(978) 939-1066,
Valley View Farm,278 High Street,Topsfield,MA,01983,A small herd of Nubian goats produce sweet milk especially suited to fresh farmstead cheeses crafted. Make Chèvre Feta New Meadows Camembert cave-aged Pingree Hill Tomme as well as Harmony Camembert cheese is a blend of our goat milk and Jersey cow’s milk from Appleton Farms in Ipswich which is owned by Trustees of Reservations.,www.valleyviewcheese.com,(978) 887-8215,
Vandervalk Tree Farm,25 Lovell Street,Mendon,MA,01756,Family owned and operated U-cut Christmas trees and PYO blueberries.,www.vandervalkfarm.com,(508) 478-8733,
